@relation localsubcellular
@attribute A numeric
@attribute R numeric
@attribute N numeric
@attribute D numeric
@attribute C numeric
@attribute Q numeric
@attribute E numeric
@attribute G numeric
@attribute H numeric
@attribute I numeric
@attribute L numeric
@attribute K numeric
@attribute M numeric
@attribute F numeric
@attribute P numeric
@attribute S numeric
@attribute T numeric
@attribute W numeric
@attribute Y numeric
@attribute V numeric
@attribute BASIC numeric
@attribute ACID numeric
@attribute POLAR numeric
@attribute NONPOLAR numeric
@attribute CHAM830103 numeric
@attribute CHAM830104 numeric
@attribute CHAM830105 numeric
@attribute FAUJ880111 numeric
@attribute MONM990201 numeric
@attribute MONM990101 numeric
@attribute BEGF750101 numeric
@attribute BROC820102 numeric
@attribute FAUJ880112 numeric
@attribute GEIM800103 numeric
@attribute GEIM800105 numeric
@attribute LEWP710101 numeric
@attribute NAKH900102 numeric
@attribute NAKH900108 numeric
@attribute OOBM850104 numeric
@attribute PALJ810115 numeric
@attribute PONP800106 numeric
@attribute QIAN880116 numeric
@attribute RICJ880107 numeric
@attribute ROBB760111 numeric
@attribute ROSM880103 numeric
@attribute VENT840101 numeric
@attribute AURR980101 numeric
@attribute AURR980105 numeric
@attribute AURR980118 numeric
@attribute ZHOH040103 numeric
@attribute INIBASIC numeric
@attribute INIACID numeric
@attribute INIPOLAR numeric
@attribute ININONPOLAR numeric
@attribute INICHAM830103 numeric
@attribute INICHAM830104 numeric
@attribute INICHAM830105 numeric
@attribute INIFAUJ880111 numeric
@attribute INIMONM990201 numeric
@attribute INIMONM990101 numeric
@attribute INIBEGF750101 numeric
@attribute INIBROC820102 numeric
@attribute INIFAUJ880112 numeric
@attribute INIGEIM800103 numeric
@attribute INIGEIM800105 numeric
@attribute INILEWP710101 numeric
@attribute ININAKH900102 numeric
@attribute ININAKH900108 numeric
@attribute INIOOBM850104 numeric
@attribute INIPALJ810115 numeric
@attribute INIPONP800106 numeric
@attribute INIQIAN880116 numeric
@attribute INIRICJ880107 numeric
@attribute INIROBB760111 numeric
@attribute INIROSM880103 numeric
@attribute INIVENT840101 numeric
@attribute INIAURR980101 numeric
@attribute INIAURR980105 numeric
@attribute INIAURR980118 numeric
@attribute INIZHOH040103 numeric
@attribute ENDBASIC numeric
@attribute ENDACID numeric
@attribute ENDPOLAR numeric
@attribute ENDNONPOLAR numeric
@attribute ENDCHAM830103 numeric
@attribute ENDCHAM830104 numeric
@attribute ENDCHAM830105 numeric
@attribute ENDFAUJ880111 numeric
@attribute ENDMONM990201 numeric
@attribute ENDMONM990101 numeric
@attribute ENDBEGF750101 numeric
@attribute ENDBROC820102 numeric
@attribute ENDFAUJ880112 numeric
@attribute ENDGEIM800103 numeric
@attribute ENDGEIM800105 numeric
@attribute ENDLEWP710101 numeric
@attribute ENDNAKH900102 numeric
@attribute ENDNAKH900108 numeric
@attribute ENDOOBM850104 numeric
@attribute ENDPALJ810115 numeric
@attribute ENDPONP800106 numeric
@attribute ENDQIAN880116 numeric
@attribute ENDRICJ880107 numeric
@attribute ENDROBB760111 numeric
@attribute ENDROSM880103 numeric
@attribute ENDVENT840101 numeric
@attribute ENDAURR980101 numeric
@attribute ENDAURR980105 numeric
@attribute ENDAURR980118 numeric
@attribute ENDZHOH040103 numeric
@attribute MIDBASIC numeric
@attribute MIDACID numeric
@attribute MIDPOLAR numeric
@attribute MIDNONPOLAR numeric
@attribute MIDCHAM830103 numeric
@attribute MIDCHAM830104 numeric
@attribute MIDCHAM830105 numeric
@attribute MIDFAUJ880111 numeric
@attribute MIDMONM990201 numeric
@attribute MIDMONM990101 numeric
@attribute MIDBEGF750101 numeric
@attribute MIDBROC820102 numeric
@attribute MIDFAUJ880112 numeric
@attribute MIDGEIM800103 numeric
@attribute MIDGEIM800105 numeric
@attribute MIDLEWP710101 numeric
@attribute MIDNAKH900102 numeric
@attribute MIDNAKH900108 numeric
@attribute MIDOOBM850104 numeric
@attribute MIDPALJ810115 numeric
@attribute MIDPONP800106 numeric
@attribute MIDQIAN880116 numeric
@attribute MIDRICJ880107 numeric
@attribute MIDROBB760111 numeric
@attribute MIDROSM880103 numeric
@attribute MIDVENT840101 numeric
@attribute MIDAURR980101 numeric
@attribute MIDAURR980105 numeric
@attribute MIDAURR980118 numeric
@attribute MIDZHOH040103 numeric

@attribute class {SECRETED,NON-SECRETED}
@data
24,2,26,13,1,10,26,22,1,29,24,47,6,15,4,14,21,1,6,21,50.0,39.0,100.0,124.0,334.0,230.0,114.5,50.0,291.19998,319.80002,194.94,638.69995,39.0,345.06003,306.96,95.84,887.47,46.159992,-1000.87006,292.47,3618.4,-21.86,296.0,-121.299995,177.20001,96.0,316.75998,301.98,322.47998,3854.5,7.0,1.0,8.0,24.0,41.0,25.0,13.0,7.0,29.199999,31.900002,27.679998,156.10002,1.0,41.600002,43.420002,11.139999,116.19999,7.2599998,-172.79999,36.61,472.47003,-4.49,46.4,-36.7,19.3,18.0,39.07,34.739998,40.82,577.6,8.0,7.0,21.0,24.0,63.0,48.0,24.0,8.0,53.399998,59.000008,37.28,182.50002,7.0,62.76,57.970005,17.500002,169.43,15.6100025,-214.12,53.659996,697.44,-4.78,60.799995,-2.500001,34.5,19.0,61.140003,59.19,61.819996,761.4,17.0,15.0,33.0,40.0,105.0,68.0,37.5,17.0,100.0,110.5,66.090004,131.40001,15.0,119.58999,99.740005,32.410004,305.35,2.7000022,-328.11,100.88999,1197.54,-5.6399994,90.7,-52.000004,58.6,25.0,108.16002,100.399994,108.32,1211.8999,NON-SECRETED
7,15,35,14,3,5,18,14,4,26,18,44,10,11,13,29,19,2,13,17,63.0,32.0,118.0,104.0,345.0,233.0,123.0,63.0,324.59998,344.39996,176.42001,506.59998,32.0,328.21005,311.57996,107.82,866.09,66.34999,-719.29,314.3,3651.8901,-12.690001,275.2,-73.899994,186.40002,87.0,314.36,316.68005,321.18002,3773.7,12.0,0.0,14.0,14.0,45.0,34.0,15.0,12.0,38.100002,41.600002,23.41,145.70001,0.0,35.420002,42.350002,12.83,114.90001,13.619999,-140.12003,36.910004,470.05997,-2.0600002,45.500004,27.900003,17.5,14.0,40.540005,36.16,41.65,519.1,8.0,7.0,23.0,22.0,65.0,51.0,25.5,8.0,58.900005,63.000004,35.259995,135.09999,7.0,66.1,58.890003,19.140001,156.16998,23.04,-114.5,56.639996,709.02,-4.68,57.9,-16.7,38.899998,21.0,59.840004,58.54999,61.24,786.0,18.0,13.0,40.0,34.0,110.0,71.0,38.0,18.0,109.9,116.399994,56.810005,81.6,13.0,111.49,100.5,36.28,288.43997,20.96,-199.01001,106.740005,1199.24,-3.3099995,77.2,-55.6,65.0,26.0,104.06,106.299995,105.12999,1207.7,NON-SECRETED
12,3,28,24,2,2,10,16,4,23,38,36,6,15,14,35,15,3,17,26,43.0,34.0,115.0,137.0,351.0,247.0,97.5,43.0,304.09998,319.90002,192.28998,905.1,34.0,347.37,332.95,114.03001,900.43005,91.51,-764.83997,324.18994,3831.73,-21.199997,320.1,-157.79999,193.40002,122.0,322.56998,328.56003,333.54996,4310.0,9.0,0.0,7.0,24.0,45.0,34.0,17.0,9.0,29.499996,32.700005,27.429998,220.60002,0.0,42.789993,43.279995,10.35,112.729996,22.42,-233.46,33.61,476.50003,-4.9900002,48.5,-9.000002,19.8,21.0,39.609997,34.329998,42.77,608.89996,8.0,7.0,23.0,22.0,65.0,48.0,17.0,8.0,57.2,61.200005,33.97,111.19998,7.0,63.57,60.27,19.519999,165.1,14.97,-128.41,58.670002,705.27997,-4.84,59.600002,-29.099997,37.0,22.0,58.15,59.31,60.01,781.7,11.0,16.0,38.0,44.0,113.0,78.0,28.5,11.0,101.4,105.7,62.14,302.8,16.0,111.950005,109.47,40.589996,300.08,19.3,-160.09,107.899994,1259.3601,-5.42,102.899994,-55.0,64.6,39.0,109.12,112.55001,110.38,1407.7,NON-SECRETED
10,7,33,19,2,6,26,40,3,50,35,47,7,9,14,32,24,2,10,26,57.0,45.0,147.0,153.0,438.0,289.0,118.0,57.0,384.29996,415.1,232.96997,856.5,45.0,422.72003,402.46997,136.61002,1129.6001,99.04999,-1160.13,391.78,4666.9497,-16.38,360.7,-70.50001,219.80002,132.0,406.24,396.10004,412.0,4953.9,6.0,2.0,11.0,21.0,45.0,33.0,13.0,6.0,31.8,34.000004,25.439999,190.30002,2.0,39.59,42.6,12.589999,111.79999,17.880003,-156.57,35.220005,481.67996,-3.3299997,47.5,-12.399999,19.9,18.0,39.32,37.68,40.73,571.8999,6.0,7.0,22.0,25.0,67.0,41.0,16.5,6.0,56.100002,60.399998,35.489998,148.1,7.0,64.75,61.17,21.130001,162.99998,15.070001,-163.31003,57.87,701.9799,-2.35,54.7,-6.800001,32.1,21.0,61.05999,59.289997,61.99,763.6,22.0,20.0,48.0,44.0,148.0,93.0,41.5,22.0,132.30002,143.2,76.590004,202.60002,20.0,143.32999,131.54001,47.020004,379.15997,21.97,-404.06003,130.53,1533.2402,-3.15,110.99999,7.7999954,72.0,39.0,137.85,134.85,138.79999,1562.4999,NON-SECRETED
15,3,15,9,3,9,13,7,2,10,15,23,3,3,2,6,10,1,4,16,28.0,22.0,54.0,65.0,181.0,125.0,61.5,28.0,160.69998,175.99997,106.18002,266.3,22.0,191.31001,166.36996,50.640003,476.47,5.8600006,-423.44,157.32999,1960.3201,-13.84,167.29999,-110.5,99.50001,49.0,168.39,160.62001,171.61,2085.7,3.0,2.0,13.0,22.0,39.0,29.0,10.5,3.0,33.200005,35.899998,26.27,149.3,2.0,44.620003,40.7,12.52,113.500015,7.7899995,-133.74,38.170002,472.63998,-4.3500004,45.8,-28.699997,21.300003,14.0,39.070004,36.92,40.660004,554.5,12.0,11.0,15.0,22.0,70.0,44.0,22.0,12.0,57.4,64.0,38.3,42.100006,11.0,69.26,60.379997,16.76,170.28,-6.94,-151.16,52.390003,700.47003,-5.58,60.199997,-53.199997,35.5,19.0,60.989998,55.3,61.37,746.0,10.0,8.0,20.0,19.0,58.0,46.0,24.0,10.0,56.9,61.8,35.65,85.1,8.0,66.42,53.64,17.3,159.37999,3.4299996,-92.270004,54.350006,654.04004,-4.2699995,54.7,-40.499996,36.699997,14.0,56.070004,55.979996,57.449997,666.89996,NON-SECRETED
6,11,33,19,2,4,13,8,4,30,28,28,9,19,9,31,24,4,10,15,43.0,32.0,112.0,120.0,353.0,240.0,104.0,43.0,288.99997,302.4,176.87,888.9001,32.0,320.09003,308.06,104.7,818.18994,102.45,-809.66,287.30997,3584.1096,-17.419998,297.69998,-82.40001,181.79999,106.0,300.33002,313.74002,308.9,3989.4001,3.0,2.0,16.0,19.0,48.0,34.0,12.0,3.0,29.9,29.700003,25.17,189.0,2.0,41.21,42.45,13.21,106.77,23.319998,-145.92,35.3,479.70004,-3.1599998,46.1,-11.900001,22.7,18.0,37.340004,40.62,39.58,583.3,14.0,6.0,18.0,22.0,65.0,51.0,28.0,14.0,59.1,63.5,35.11,177.7,6.0,64.6,59.179996,19.0,162.7,15.69,-203.31,55.500004,688.54,-4.8700004,62.6,14.7,35.1,21.0,59.26,58.51,61.639996,782.39996,10.0,14.0,37.0,42.0,123.0,74.0,27.5,10.0,98.4,103.3,59.399998,238.69998,14.0,105.7,103.729996,34.980003,273.13998,28.099998,-180.15001,95.82,1210.86,-4.97,93.5,-95.8,63.999996,36.0,101.72001,106.29001,101.22999,1322.5,NON-SECRETED
13,2,29,14,2,4,18,10,3,26,18,27,8,13,8,18,12,0,16,8,32.0,32.0,91.0,94.0,264.0,196.0,91.0,32.0,240.29999,255.60002,145.31,548.2999,32.0,276.97998,242.07999,82.89,670.20996,82.049995,-491.44995,238.29001,2890.3699,-15.68,217.30002,-114.0,158.4,81.0,249.36998,247.97998,256.17,3162.5,2.0,1.0,15.0,22.0,41.0,22.0,8.0,2.0,30.9,32.2,25.310001,115.1,1.0,40.920002,40.989998,12.529999,109.85,10.700001,-118.77,37.410004,479.74997,-3.3699994,41.5,-42.300003,20.9,12.0,37.31,38.55,38.03,549.2,6.0,9.0,23.0,22.0,60.0,45.0,26.0,6.0,61.200005,63.999996,31.77,134.2,9.0,63.949993,59.379997,20.94,157.50002,18.66,-27.150007,60.199997,691.2101,-2.3,46.0,-31.800003,42.8,22.0,61.84,60.1,62.32,772.2,12.0,12.0,32.0,27.0,85.0,67.0,33.0,12.0,80.299995,86.50001,50.510002,124.899994,12.0,95.49,77.84,26.5,229.11,20.58,-182.75002,78.979996,957.53,-5.82,73.4,-26.4,52.4,22.0,83.62,82.009995,85.53999,1003.3999,NON-SECRETED
41,19,99,76,2,18,71,61,14,92,75,120,9,28,28,62,57,6,40,71,153.0,147.0,339.0,350.0,1079.0,742.0,328.0,153.0,982.6001,1058.4001,577.20996,1785.6,147.0,1076.44,968.09,333.62,2731.3096,173.83998,-2025.3702,953.67993,11378.81,-50.159996,868.7999,-436.90002,596.8,312.0,1002.61,989.2399,1014.85004,12042.5,5.0,1.0,13.0,21.0,37.0,30.0,10.5,5.0,31.4,33.3,26.799995,160.20003,1.0,45.779995,41.08,12.65,118.58001,11.42,-159.48001,38.88,467.02002,-3.8899999,46.5,-17.600002,20.3,15.0,38.730003,35.519997,40.95,560.0,8.0,9.0,24.0,19.0,70.0,48.0,20.0,8.0,59.699997,64.6,35.12,76.9,9.0,66.67,58.589996,19.41,162.10999,19.1,-137.63,57.129997,700.05005,-2.9500003,51.2,-22.400003,37.5,20.0,59.97,60.579994,60.8,725.00006,56.0,49.0,100.0,124.0,368.0,246.0,118.5,56.0,324.7,349.30002,192.91,734.7,49.0,350.16998,328.31998,109.02,901.30005,44.39,-673.3501,311.17996,3788.56,-18.470001,301.6,-174.80002,200.1,112.0,337.02002,326.48,340.94,4115.0996,NON-SECRETED
9,2,22,26,5,3,23,14,4,26,16,46,6,6,10,16,7,1,8,15,52.0,49.0,75.0,89.0,280.0,205.0,99.5,52.0,275.80002,301.1,152.90001,255.49997,49.0,304.2,250.16997,89.14,733.32,25.87,-581.07,256.33,3041.56,-17.580002,223.09999,-127.100006,162.10002,72.0,272.15,262.27,278.25,3121.7,6.0,1.0,13.0,20.0,42.0,27.0,12.0,6.0,33.7,36.100002,25.47,71.799995,1.0,47.67,40.349995,12.41,111.41,13.020001,-182.85,37.63,479.81003,-3.72,40.3,-19.8,19.199999,11.0,36.95,36.2,39.819996,526.1,14.0,12.0,16.0,18.0,66.0,51.0,28.0,14.0,63.2,70.0,35.09,46.19999,12.0,68.009995,56.92,18.62,166.89,5.5999994,-155.76001,56.299995,691.13,-4.64,52.800003,-19.7,37.6,18.0,62.4,58.440002,63.58,703.9,20.0,28.0,18.0,23.0,87.0,72.0,34.0,20.0,105.4,116.9,48.919994,-3.9999995,28.0,105.41999,75.35,32.940002,258.81,-15.179998,-114.32001,89.86,978.4199,-4.25,59.0,-69.399994,58.699997,15.0,98.060005,93.99999,97.659996,879.0,NON-SECRETED
31,16,52,30,4,12,29,25,6,45,31,43,8,18,19,53,37,7,26,35,65.0,59.0,209.0,194.0,569.0,354.0,168.5,65.0,506.89996,530.8,299.43,1052.3,59.0,556.94,527.82,182.29001,1434.1902,104.22001,-999.39996,512.54,6083.14,-18.429996,464.30005,-182.30003,313.40002,162.0,519.39,529.58997,523.45,6580.7007,5.0,2.0,17.0,16.0,44.0,30.0,12.0,5.0,35.500004,37.500004,24.450003,88.6,2.0,41.870003,40.57,12.719999,108.38,16.730001,-108.369995,39.17,477.54,-2.5299997,40.6,-20.400002,22.699999,14.0,37.36,39.350002,38.64,514.69995,10.0,6.0,19.0,25.0,69.0,43.0,26.0,10.0,55.3,57.500004,36.24,196.19998,6.0,63.909996,62.36,19.279999,163.76001,9.84,-223.95001,54.690002,694.3901,-3.0700002,64.100006,-0.69999886,34.1,22.0,60.870003,56.919994,61.13,810.1,18.0,14.0,75.0,68.0,182.0,113.0,50.5,18.0,160.09999,164.59999,100.030014,399.4,14.0,183.41,178.10999,62.209995,478.37994,40.98,-323.47998,174.86002,2021.35,-6.2900014,157.6,-57.0,101.40001,56.0,167.52,176.47,171.59,2231.2,NON-SECRETED
3,1,11,4,0,2,5,2,4,17,8,18,4,11,2,10,9,0,3,7,23.0,9.0,37.0,52.0,147.0,96.0,48.0,23.0,108.8,116.40001,73.21,394.7,9.0,127.14,123.56,36.410004,320.37997,50.809998,-467.79,108.01,1424.2101,-8.98,120.50001,-36.0,70.0,46.0,119.33,119.009995,125.33999,1614.2999,6.0,0.0,13.0,21.0,47.0,28.0,15.0,6.0,31.3,33.300003,24.2,184.8,0.0,36.539997,43.089996,11.81,105.79001,19.130003,-184.95,35.100002,482.08997,-3.07,45.6,2.500002,19.7,17.0,38.5,38.789997,40.19,574.3,12.0,8.0,18.0,22.0,76.0,51.0,21.0,12.0,58.600002,63.399994,36.969997,128.8,8.0,69.979996,58.11,17.960001,160.04999,23.91,-201.63,53.070004,696.36005,-4.22,53.0,-43.399998,38.100002,20.0,59.989998,59.839996,62.620003,748.89996,9.0,3.0,12.0,17.0,50.0,30.0,17.0,9.0,37.3,39.4,24.449999,108.49999,3.0,43.16,43.07,12.690001,109.46001,12.46,-153.18001,38.010002,479.47998,-2.57,39.8,-14.200001,23.3,16.0,40.0,39.78,42.3,539.9,NON-SECRETED
12,10,33,18,3,4,26,12,11,29,36,46,5,15,12,22,14,0,19,24,67.0,44.0,107.0,133.0,382.0,288.0,136.0,67.0,341.9,369.6,209.78,812.9,44.0,378.94998,347.35,108.539986,964.2899,83.01999,-742.43994,332.17,4087.53,-27.02,340.1,-236.59999,222.20001,123.0,355.09,338.29996,364.43997,4481.0996,9.0,0.0,11.0,20.0,46.0,33.0,15.0,9.0,35.7,38.400005,24.790003,159.0,0.0,38.670002,43.23,11.59,111.51999,17.529999,-145.85,38.13,473.30997,-3.7099998,43.8,-30.400002,22.3,19.0,39.05,36.1,41.100002,561.69995,12.0,4.0,24.0,20.0,59.0,42.0,22.0,12.0,61.3,66.30001,32.78,94.7,4.0,62.020004,59.28,18.849998,161.60999,12.74,-70.020004,59.730003,697.23,-3.3700004,54.899998,-9.6,36.799995,17.0,59.29999,56.68,60.55,751.49994,27.0,19.0,34.0,37.0,127.0,97.0,50.0,27.0,119.99999,129.1,68.3,192.1,19.0,129.93,113.1,37.809998,320.14996,18.95,-213.58005,113.250015,1341.0402,-8.06,105.00001,-66.0,76.7,37.0,120.76,114.67,124.68,1427.1,NON-SECRETED
19,9,32,16,1,4,26,14,11,22,34,44,5,16,12,22,15,0,22,25,64.0,42.0,110.0,133.0,366.0,275.0,137.0,64.0,336.59995,362.8,210.48001,796.7,42.0,374.63998,344.81998,108.24999,963.61,71.399994,-654.52997,335.75,4049.0698,-25.84,335.5,-249.30002,221.50003,119.0,353.00998,335.78998,360.92996,4427.5,9.0,1.0,9.0,21.0,42.0,33.0,16.0,9.0,34.9,38.20001,25.61,174.50002,1.0,39.279995,41.64,11.16,114.75,13.59,-144.49,36.75,470.65994,-4.1600003,45.500004,-32.300003,22.099998,17.0,39.890003,35.819996,41.32,556.0,10.0,3.0,29.0,18.0,56.0,45.0,24.0,10.0,60.1,63.600006,33.21,133.2,3.0,62.449997,59.969997,20.42,161.63998,22.24,-49.52,63.609997,689.49005,-1.94,52.5,13.700002,37.8,20.0,59.789997,57.59,61.839996,750.4,25.0,20.0,33.0,39.0,126.0,89.0,49.0,25.0,115.7,124.10001,69.93,167.79999,20.0,127.73999,114.979996,37.01,322.39996,5.5500007,-180.14001,111.95,1347.0299,-8.23,108.600006,-92.2,76.1,37.0,120.50001,113.65001,122.55999,1441.5,NON-SECRETED
18,18,39,21,0,6,24,31,4,43,30,49,11,18,10,31,15,2,14,23,71.0,45.0,136.0,155.0,429.0,309.0,147.0,71.0,395.4,429.1,240.78004,938.6,45.0,429.24002,401.33,134.88,1130.58,98.65999,-1028.3701,392.07004,4720.5396,-22.36,378.7,-88.39998,229.2,130.0,411.13995,397.73004,418.14,5028.0996,10.0,1.0,9.0,20.0,42.0,38.0,19.0,10.0,31.499998,34.199997,26.919998,217.1,1.0,40.6,41.65,11.01,115.63999,16.67,-191.42,35.07,470.46002,-4.95,51.5,-3.7000027,21.1,18.0,39.86,36.01,42.68,576.49994,13.0,7.0,22.0,18.0,67.0,42.0,20.0,13.0,59.8,65.0,34.449997,63.000004,7.0,62.369995,59.72,20.099998,172.82999,7.6799994,-192.35,58.83,688.80005,-1.3699999,52.7,5.0999985,30.699999,17.0,59.48,59.379997,60.11,679.89996,24.0,17.0,41.0,53.0,134.0,107.0,57.5,24.0,131.00002,142.6,81.7,346.4,17.0,143.79999,131.37999,43.559998,369.39996,24.83,-253.80002,129.58,1570.3301,-10.42,133.9,-49.100002,81.2,43.0,138.14001,130.69,140.71002,1703.8999,NON-SECRETED
53,29,46,56,4,18,46,55,6,56,57,94,22,25,34,65,42,4,39,39,129.0,102.0,269.0,290.0,785.0,555.0,285.0,129.0,770.7999,823.1,460.02005,1533.7,102.0,838.30005,773.69006,275.52,2214.2297,74.67999,-1479.0001,783.32996,9068.39,-38.259995,715.0001,-248.60002,453.00003,220.0,799.6899,781.06,811.0399,9557.4,10.0,1.0,8.0,21.0,40.0,31.0,16.0,10.0,31.899998,35.800003,27.91,150.2,1.0,39.83,41.299995,10.199999,116.73001,4.2799997,-154.20001,34.72,477.58997,-5.6399994,52.600002,-28.699999,19.3,14.0,39.289997,34.359997,40.6,556.9,23.0,20.0,9.0,8.0,61.0,54.0,33.0,23.0,79.1,87.700005,33.03,-91.100006,20.0,74.659996,47.67,22.800001,169.90001,-19.400002,-77.74003,61.079998,646.06,-3.4400003,38.5,-24.700005,38.8,3.0,64.8,64.77,66.689995,503.89996,35.0,29.0,102.0,98.0,262.0,179.0,84.5,35.0,253.00002,267.0,152.23999,558.39996,29.0,276.86,260.47998,95.63001,742.4201,41.060005,-522.37006,267.85004,3030.1802,-8.860002,231.30002,-61.000008,147.4,73.0,265.61,264.24002,269.9,3180.0,NON-SECRETED
12,7,19,11,1,11,15,18,3,18,18,22,5,15,7,30,20,4,21,19,32.0,26.0,120.0,98.0,296.0,187.0,105.0,32.0,256.3,265.69998,156.88,643.9,26.0,282.68002,284.90002,94.57,741.15,60.360004,-519.19,270.51,3207.88,-8.969997,259.0,3.4000015,163.8,95.0,272.46997,274.49997,275.95004,3550.7,6.0,3.0,13.0,18.0,46.0,33.0,18.0,6.0,34.300003,37.600002,25.839998,120.69999,3.0,41.49,42.04,10.139999,106.95,12.15,-116.96,35.88,481.94,-4.46,46.4,-29.6,25.199999,18.0,39.050003,37.09,40.25,558.0,6.0,7.0,24.0,23.0,64.0,43.0,26.0,6.0,57.3,59.400005,33.149998,175.2,7.0,63.470005,59.780003,21.05,152.47,17.300001,-125.90001,57.550007,699.31,-2.5600002,57.2,11.300002,37.2,20.0,59.019997,62.289997,60.239998,783.89996,10.0,7.0,48.0,27.0,95.0,61.0,37.5,10.0,86.399994,88.1,50.91,176.09999,7.0,95.3,95.41999,33.039997,246.03,23.9,-137.25,94.55,1063.9,-0.65999967,81.299995,41.4,54.5,30.0,90.18001,91.619995,92.1,1150.2,NON-SECRETED
10,4,20,6,4,3,9,9,3,20,11,15,3,14,6,17,6,1,5,16,22.0,15.0,64.0,81.0,199.0,125.0,57.5,22.0,164.69998,177.19998,105.8,461.70004,15.0,188.81,185.90997,55.899994,491.67996,58.489998,-492.52997,167.18002,2151.27,-12.17,174.50002,-78.0,105.70001,67.0,178.23999,174.68001,180.18999,2450.3,6.0,0.0,14.0,20.0,51.0,30.0,11.0,6.0,33.2,35.500004,24.39,157.99998,0.0,39.87,42.729996,11.68,105.90001,25.539999,-185.01001,34.96,479.9,-2.7600002,41.5,-11.599999,20.8,18.0,37.53,38.68,39.329998,565.6,6.0,6.0,23.0,25.0,63.0,42.0,17.5,6.0,56.799995,60.0,33.16,148.99998,6.0,63.080006,59.85,20.31,156.93,20.159998,-112.83999,57.67,701.88995,-4.2,54.699993,-18.8,37.199993,21.0,59.36,59.589996,60.56,812.9001,7.0,6.0,19.0,28.0,60.0,34.0,19.0,7.0,53.899998,58.3,35.36,115.799995,6.0,60.789993,61.439995,18.34,168.30002,6.750001,-113.94,55.719997,706.58997,-3.25,55.700005,-48.600006,33.9,20.0,59.279995,56.05,57.85,783.6,NON-SECRETED
6,3,16,12,2,5,8,3,1,16,14,23,2,2,1,7,6,0,7,6,27.0,20.0,46.0,47.0,158.0,123.0,51.0,27.0,140.8,151.99998,84.079994,263.1,20.0,163.51,135.95,46.11999,386.56,34.029995,-347.35004,132.17,1609.7102,-10.379999,128.80002,-52.599995,86.10001,45.0,139.78001,137.85,146.54,1722.4001,7.0,2.0,14.0,17.0,44.0,27.0,14.0,7.0,35.199997,36.8,24.229998,75.9,2.0,45.539997,41.88,12.759999,110.56,10.349999,-133.58,37.130005,469.22998,-2.7499998,37.7,-11.0,21.4,13.0,38.579998,36.04,40.73,537.5,14.0,10.0,21.0,15.0,70.0,59.0,26.0,14.0,65.6,70.8,34.58,110.1,10.0,69.79,57.050003,20.34,162.75,16.369997,-118.17,57.739998,680.61005,-3.6300004,52.8,-5.4999986,39.600002,19.0,61.180004,61.039997,64.439995,702.7,6.0,10.0,10.0,20.0,54.0,43.0,13.0,6.0,43.6,48.800003,29.530003,133.99998,10.0,54.679996,44.01,14.380001,128.15,11.829999,-122.56999,38.72,537.12994,-4.7,46.1,-41.1,28.499998,18.0,47.29,46.01,48.069996,597.6,NON-SECRETED
16,4,20,12,2,6,15,14,5,19,17,18,8,14,5,23,17,3,16,14,27.0,27.0,98.0,96.0,263.0,174.0,90.5,27.0,225.4,235.70003,146.58,600.50006,27.0,266.21002,250.20999,83.26,661.95996,62.469997,-492.63007,236.27002,2896.9004,-13.2699995,235.6,-55.199993,149.20001,83.0,245.40996,245.62001,249.97,3240.0002,6.0,1.0,12.0,21.0,47.0,38.0,15.0,6.0,32.4,35.300003,26.089996,212.40001,1.0,41.639996,41.67,10.670001,110.18,18.410002,-185.98001,35.14,479.68997,-4.96,51.299995,-20.599998,23.1,18.0,38.499996,38.33,41.559998,574.10004,4.0,6.0,26.0,24.0,61.0,38.0,22.5,4.0,53.20001,55.1,35.63,148.3,6.0,67.0,62.24,20.14,152.44,13.779999,-91.21999,58.280003,707.8199,-3.32,62.100002,6.1000023,36.899998,23.0,58.64,57.839996,59.46,834.6,9.0,10.0,37.0,26.0,80.0,49.0,28.0,9.0,76.9,77.7,45.16,124.600006,10.0,85.54,81.36,30.779999,225.71,12.38,-82.880005,82.27999,931.7999,-1.049999,64.1,-8.1,49.1,21.0,81.42,83.39,81.6,1002.9,NON-SECRETED
36,16,108,74,7,14,62,52,17,83,71,107,15,41,22,86,50,10,79,41,140.0,136.0,396.0,319.0,1055.0,768.0,366.0,140.0,984.80005,1033.6001,559.41,1872.6998,136.0,1092.6399,973.69,349.77997,2649.87,276.56998,-1547.1299,979.19006,11400.319,-44.840008,855.4,-147.70001,629.7,325.0,991.4,1001.14,1017.41,12384.7,6.0,0.0,19.0,15.0,43.0,23.0,12.0,6.0,35.600002,36.399998,21.76,51.59999,0.0,41.900005,40.98,14.240001,107.94999,16.3,-166.71,40.170002,469.5,-1.3399999,33.5,20.099998,18.8,10.0,36.890003,39.069996,39.310005,506.19998,6.0,4.0,30.0,20.0,57.0,46.0,17.5,6.0,58.100002,59.9,33.57,122.8,4.0,68.10999,61.15,22.49,163.10999,27.82,-71.84,65.09,688.46,-2.36,50.3,7.500004,37.4,24.0,58.360004,57.51,61.239998,790.8,52.0,50.0,127.0,102.0,343.0,259.0,139.5,52.0,332.80002,352.49997,187.42001,632.5,50.0,357.10995,324.44998,115.59999,888.53,71.15999,-430.84003,327.66998,3809.19,-14.440001,292.69998,-19.800018,210.90001,107.0,338.65002,332.21,344.42,4078.3997,NON-SECRETED
